DN_DT,Jahr,Bevölkerung insgesamt,Betriebe,Beschäftigte,Gesamtumsatz,Investitionen,Stromverbrauch(Industrie),Stromverbrauch(Haushalt),Beschäftigungsquote
Alb-Donau-Kreis (Landkreis),2003,189101,162,16707,3021712.0,90067.0,2897,1248,0.08834961211204595
Alb-Donau-Kreis (Landkreis),2004,189717,160,16279,3221256.0,101644.0,3062,1279,0.08580675427083498
Alb-Donau-Kreis (Landkreis),2005,190233,164,16288,3291576.0,125685.0,3243,1360,0.08562131701650082
Alb-Donau-Kreis (Landkreis),2006,190189,163,16465,3720086.0,158005.0,3277,1347,0.08657177859918291
Alb-Donau-Kreis (Landkreis),2007,190212,162,17512,4175860.0,144512.0,3726,1318,0.09206569511913024
Alb-Donau-Kreis (Landkreis),2008,190403,165,18264,4498407.0,202217.0,3257,1314,0.09592285835832419
Alb-Donau-Kreis (Landkreis),2009,189884,166,17320,3744477.0,129162.0,2879,1301,0.09121358302963915
Alb-Donau-Kreis (Landkreis),2010,189670,163,17544,4292569.0,109740.0,3226,1326,0.09249749565034006
Alb-Donau-Kreis (Landkreis),2011,186444,164,18361,4687752.0,144942.0,3409,1117,0.09847997253867113
Alb-Donau-Kreis (Landkreis),2012,187123,172,18437,4215001.0,145364.0,3417,1100,0.09852877519065
Alb-Donau-Kreis (Landkreis),2013,187892,177,18556,4470868.0,129966.0,3298,1084,0.0987588614736125
Alb-Donau-Kreis (Landkreis),2014,189129,176,18871,4629482.0,118449.0,3327,1048,0.09977845808945217
Alb-Donau-Kreis (Landkreis),2015,192104,177,18882,4781558.0,123065.0,3373,1068,0.09829050930745846
Alb-Donau-Kreis (Landkreis),2016,193318,176,18852,4770085.0,134159.0,3419,1050,0.09751807902006021
Alb-Donau-Kreis (Landkreis),2017,194629,180,19547,4948207.0,152441.0,3501,1041,0.10043210415713999
Alb-Donau-Kreis (Landkreis),2018,196047,189,20470,5341696.0,199724.0,3579,1012,0.1044137375221248
Alb-Donau-Kreis (Landkreis),2019,197076,192,20961,5469670.0,170195.0,3533,1084,0.10635998295073981
Alb-Donau-Kreis (Landkreis),2020,198204,196,20498,5221626.0,139151.0,3461,1076,0.10341869992532945
Alb-Donau-Kreis (Landkreis),2021,199732,191,20498,5920332.0,145529.0,3348,1138,0.10262752087797648
Alb-Donau-Kreis (Landkreis),2022,200294,185,20944,6409035.0,169104.0,3509,1098,0.10456628755729078
Baden-Baden (kreisfreie Stadt),2003,53938,43,4997,766608.0,21692.0,138,356,0.09264340539137528
Baden-Baden (kreisfreie Stadt),2004,54301,43,4967,780307.0,23561.0,146,366,0.09147161194084824
Baden-Baden (kreisfreie Stadt),2005,54581,45,4832,772474.0,18264.0,148,390,0.08852897528443963
Baden-Baden (kreisfreie Stadt),2006,54855,45,4812,811523.0,14924.0,152,388,0.0877221766475253
Baden-Baden (kreisfreie Stadt),2007,54853,44,4788,869189.0,27634.0,157,380,0.08728784205057152
Baden-Baden (kreisfreie Stadt),2008,54777,44,5154,938606.0,23662.0,156,378,0.09409058546470234
Baden-Baden (kreisfreie Stadt),2009,54494,34,4463,695861.0,18355.0,138,373,0.08189892465225529
Baden-Baden (kreisfreie Stadt),2010,54445,31,4129,718245.0,14155.0,127,381,0.07583800165304436
Baden-Baden (kreisfreie Stadt),2011,52424,34,4477,737200.0,15094.0,137,314,0.0853998168777659
Baden-Baden (kreisfreie Stadt),2012,52585,35,4483,804474.0,18575.0,132,309,0.08525244841684891
Baden-Baden (kreisfreie Stadt),2013,53012,33,4277,721775.0,19033.0,128,306,0.08067984607258734
Baden-Baden (kreisfreie Stadt),2014,53342,31,4247,767585.0,19013.0,129,296,0.07961831202429605
Baden-Baden (kreisfreie Stadt),2015,54160,30,4235,776835.0,20778.0,124,301,0.07819423929098966
Baden-Baden (kreisfreie Stadt),2016,54307,30,4262,810558.0,19327.0,119,295,0.07847975399119819
Baden-Baden (kreisfreie Stadt),2017,54718,31,4436,810775.0,20576.0,125,293,0.08107021455462554
Baden-Baden (kreisfreie Stadt),2018,55123,31,4487,866701.0,19548.0,126,284,0.08139977867677739
Baden-Baden (kreisfreie Stadt),2019,55185,31,4563,884424.0,23987.0,124,304,0.08268551236749117
Baden-Baden (kreisfreie Stadt),2020,55449,30,4384,808449.0,17144.0,112,301,0.07906364406932496
Baden-Baden (kreisfreie Stadt),2021,55527,28,4223,825244.0,14274.0,116,317,0.0760530912889225
Baden-Baden (kreisfreie Stadt),2022,56094,26,4059,896605.0,23322.0,125,307,0.07236068028666168
Biberach (Landkreis),2003,187138,167,27471,4522576.0,243073.0,1398,1235,0.14679541301071936
Biberach (Landkreis),2004,187885,167,27761,4931620.0,200840.0,1507,1266,0.14775527583362164
Biberach (Landkreis),2005,188532,170,28294,5408156.0,211003.0,1606,1348,0.15007531877877495
Biberach (Landkreis),2006,188810,172,29227,6173612.0,259356.0,1754,1337,0.15479582649224088
Biberach (Landkreis),2007,189089,171,31242,6670479.0,344023.0,1767,1310,0.16522378350935274
Biberach (Landkreis),2008,189296,174,32484,7055948.0,318933.0,1870,1306,0.17160425999492857
Biberach (Landkreis),2009,189403,176,31390,5543326.0,262248.0,1687,1297,0.16573127141597546
Biberach (Landkreis),2010,189312,179,31599,6058493.0,222729.0,1847,1323,0.1669149340770791
Biberach (Landkreis),2011,187508,180,32630,6991880.0,246037.0,1982,1123,0.17401924184568124
Biberach (Landkreis),2012,187747,181,33523,7199392.0,281742.0,2061,1104,0.17855411804183288
Biberach (Landkreis),2013,188696,185,34267,7028789.0,290915.0,1947,1089,0.1815989740111078
Biberach (Landkreis),2014,190438,187,35396,7311361.0,290150.0,2032,1055,0.18586626618637037
Biberach (Landkreis),2015,194019,190,35593,7594766.0,299558.0,2117,1079,0.1834511053041197
Biberach (Landkreis),2016,196206,199,37233,8101937.0,342883.0,2231,1065,0.18976483899574936
Biberach (Landkreis),2017,198265,205,38525,8886748.0,346819.0,2291,1061,0.19431064484402188
Biberach (Landkreis),2018,199742,214,40357,9535003.0,357612.0,2403,1031,0.20204563887414764
Biberach (Landkreis),2019,201282,212,40727,9616238.0,396197.0,2336,1107,0.2023380133345257
Biberach (Landkreis),2020,202250,219,40260,8685947.0,329118.0,2168,1098,0.19906056860321383
Biberach (Landkreis),2021,203244,218,40445,9701418.0,368786.0,2203,1158,0.19899726437188797
Biberach (Landkreis),2022,205073,212,41000,10715598.0,417132.0,2154,1124,0.19992880583987166
Bodenseekreis (Landkreis),2003,203523,148,27823,4666600.0,171992.0,1573,1343,0.13670690781877232
Bodenseekreis (Landkreis),2004,204392,141,27396,4921245.0,148935.0,1580,1378,0.13403655720380445
Bodenseekreis (Landkreis),2005,205446,143,27484,5439830.0,181497.0,1623,1469,0.1337772456022507
Bodenseekreis (Landkreis),2006,205832,152,28130,6399278.0,208649.0,1709,1457,0.13666485288973532
Bodenseekreis (Landkreis),2007,206759,152,29750,6815227.0,266494.0,1811,1433,0.1438873277584047
Bodenseekreis (Landkreis),2008,207766,151,31802,7389724.0,350739.0,1853,1434,0.15306643050354726
Bodenseekreis (Landkreis),2009,207710,145,30399,5607195.0,238209.0,1528,1423,0.14635308844061432
Bodenseekreis (Landkreis),2010,208367,146,30293,6266291.0,168137.0,1658,1456,0.14538290612237062
Bodenseekreis (Landkreis),2011,204483,147,32216,6861182.0,236997.0,1826,1225,0.15754854926815431
Bodenseekreis (Landkreis),2012,205843,147,32899,6839869.0,237976.0,1780,1210,0.15982569239663239
Bodenseekreis (Landkreis),2013,207450,153,34341,7101075.0,283081.0,1809,1197,0.16553868402024585
Bodenseekreis (Landkreis),2014,209386,152,33884,7038248.0,273450.0,1803,1160,0.16182552797226177
Bodenseekreis (Landkreis),2015,212201,151,34087,7170354.0,225728.0,1795,1180,0.16063543527127583
Bodenseekreis (Landkreis),2016,213070,154,34424,7631193.0,239236.0,1787,1157,0.16156192800488103
Bodenseekreis (Landkreis),2017,214655,156,34818,7425576.0,169630.0,1750,1148,0.16220446763411056
Bodenseekreis (Landkreis),2018,216227,162,36015,8079082.0,275277.0,1768,1116,0.16656106776674515
Bodenseekreis (Landkreis),2019,217470,167,37173,7748350.0,384876.0,1788,1196,0.17093392192026485
Bodenseekreis (Landkreis),2020,217901,164,35649,6850002.0,240235.0,1650,1183,0.16360181917476285
Bodenseekreis (Landkreis),2021,218885,167,35749,7580664.0,273037.0,1704,1248,0.16332320624985724
Bodenseekreis (Landkreis),2022,219641,167,36595,8626852.0,348751.0,2005,1204,0.1666127908723781
Breisgau-Hochschwarzwald (Landkreis),2003,247002,164,16779,2467638.0,114572.0,1668,1630,0.06793062404353001
Breisgau-Hochschwarzwald (Landkreis),2004,248400,167,16549,2576531.0,102626.0,1681,1674,0.06662238325281804
Breisgau-Hochschwarzwald (Landkreis),2005,249535,167,15963,2446727.0,109297.0,1583,1784,0.06397098603402328
Breisgau-Hochschwarzwald (Landkreis),2006,250013,163,15808,2673002.0,123008.0,1720,1770,0.06322871210697044
Breisgau-Hochschwarzwald (Landkreis),2007,250183,159,16694,2786623.0,147035.0,1659,1734,0.06672715572201149
Breisgau-Hochschwarzwald (Landkreis),2008,250132,158,16944,2814803.0,122967.0,1673,1726,0.06774023315689316
Breisgau-Hochschwarzwald (Landkreis),2009,250418,154,16256,2350321.0,132694.0,1490,1715,0.0649154613486251
Breisgau-Hochschwarzwald (Landkreis),2010,251266,158,17152,2991133.0,141525.0,1688,1756,0.06826231961347735
Breisgau-Hochschwarzwald (Landkreis),2011,246437,163,18319,3482983.0,140824.0,1680,1476,0.07433542852737211
Breisgau-Hochschwarzwald (Landkreis),2012,247711,164,18355,3415929.0,138316.0,1647,1457,0.07409844536576898
Breisgau-Hochschwarzwald (Landkreis),2013,250137,171,19039,3538174.0,127863.0,1749,1443,0.07611428936942556
Breisgau-Hochschwarzwald (Landkreis),2014,252749,173,19704,3622740.0,142673.0,1777,1400,0.07795876541549125
Breisgau-Hochschwarzwald (Landkreis),2015,257343,171,19844,3671505.0,194079.0,1555,1431,0.07711109297707729
Breisgau-Hochschwarzwald (Landkreis),2016,260416,171,20241,3876134.0,150649.0,1619,1414,0.07772563897763578
Breisgau-Hochschwarzwald (Landkreis),2017,262405,172,20672,3908397.0,163039.0,1697,1404,0.07877898668089404
Breisgau-Hochschwarzwald (Landkreis),2018,262795,175,21662,4223179.0,183113.0,1717,1356,0.08242926996327936
Breisgau-Hochschwarzwald (Landkreis),2019,263601,181,21725,4149044.0,142282.0,1637,1450,0.08241622755604114
Breisgau-Hochschwarzwald (Landkreis),2020,264867,183,21164,3942832.0,105548.0,1590,1438,0.07990425383305584
Breisgau-Hochschwarzwald (Landkreis),2021,265792,179,20958,4219438.0,201179.0,1641,1515,0.07885113171201541
Breisgau-Hochschwarzwald (Landkreis),2022,269631,182,21258,4488423.0,162506.0,1549,1478,0.078841082813178
Böblingen (Landkreis),2003,371678,225,74881,32399659.0,679043.0,3884,2453,0.20146739920038312
Böblingen (Landkreis),2004,372113,220,73331,30082906.0,682364.0,3893,2508,0.19706648249322115
Böblingen (Landkreis),2005,372155,221,70657,28837790.0,522851.0,3803,2661,0.1898590640996359
Böblingen (Landkreis),2006,372228,219,67438,32940754.0,713981.0,3808,2635,0.1811739041662637
Böblingen (Landkreis),2007,372755,215,66805,33786493.0,733994.0,3837,2583,0.17921959463991094
Böblingen (Landkreis),2008,372827,209,67472,29599293.0,1012736.0,3323,2573,0.18097401743972405
Böblingen (Landkreis),2009,371616,190,63831,21332946.0,665282.0,3044,2546,0.17176601653319556
Böblingen (Landkreis),2010,371396,192,64253,23107368.92292321,938086.0,3264,2596,0.17300401727536108
Böblingen (Landkreis),2011,364458,194,65847,24659379.16412132,730380.0,3297,2183,0.18067102382167494
Böblingen (Landkreis),2012,367208,195,66765,25703045.91847336,1132147.0,3226,2159,0.18181793424979847
Böblingen (Landkreis),2013,370392,193,68320,27225728.650815018,1042811.0,3192,2137,0.1844532279314888
Böblingen (Landkreis),2014,374279,198,69958,28810826.33790254,1074207.0,3093,2074,0.186914040061024
Böblingen (Landkreis),2015,381281,198,70900,29872540.790012386,1121881.0,3112,2120,0.18595209307571056
Böblingen (Landkreis),2016,385888,196,73171,31933646.50546332,1100130.0,3120,2095,0.1896171946264201
Böblingen (Landkreis),2017,389548,197,74662,33408202.043784127,1044605.0,3122,2084,0.19166315832708677
Böblingen (Landkreis),2018,391640,200,76488,35134673.36330807,1090310.0,3177,2021,0.19530180778265754
Böblingen (Landkreis),2019,392807,203,76653,33554015.188373648,1447716.0,3145,2160,0.19514163444134142
Böblingen (Landkreis),2020,392898,213,73005,31164107.44429409,1304382.0,2811,2133,0.18581158468610173
Böblingen (Landkreis),2021,393195,212,71614,32529513.688993137,1120984.0,2582,2241,0.18213354696778952
Böblingen (Landkreis),2022,391368,208,73278,34134163.048651576,972356.0,2562,2145,0.18723554301833567
Calw (Landkreis),2003,161524,108,9947,1459912.0,87879.0,522,1066,0.06158217973799559
Calw (Landkreis),2004,161530,106,10129,1572389.0,75539.0,552,1089,0.06270661796570297
Calw (Landkreis),2005,161069,109,10424,1631121.0,80758.0,558,1152,0.06471760549826472
Calw (Landkreis),2006,160341,109,10729,1853903.0,74573.0,617,1135,0.06691364030410188
Calw (Landkreis),2007,159644,113,11270,2064692.0,88565.0,642,1106,0.07059457292475758
Calw (Landkreis),2008,158702,109,11467,2095292.0,95269.0,669,1095,0.07225491802245719
Calw (Landkreis),2009,158055,109,10746,1795176.0,72744.0,579,1083,0.06798899117395843
Calw (Landkreis),2010,157271,107,10812,2123774.0,44083.0,681,1099,0.0687475758404283
Calw (Landkreis),2011,150990,107,11197,2550292.0,101058.0,708,904,0.07415722895555997
Calw (Landkreis),2012,150709,109,11520,2589827.0,85771.0,709,886,0.07643869974586787
Calw (Landkreis),2013,151461,109,11442,2594806.0,72961.0,692,874,0.0755441994969002
Calw (Landkreis),2014,152766,108,11322,2605971.0,77554.0,658,846,0.07411334982915047
Calw (Landkreis),2015,155359,103,11068,2797291.0,71588.0,658,864,0.07124144722867681
Calw (Landkreis),2016,155960,106,11254,2955574.0,56981.0,660,847,0.07215952808412414
Calw (Landkreis),2017,157424,104,11332,3040876.0,65603.0,658,842,0.07198394145746519
Calw (Landkreis),2018,158397,101,11763,3615507.0,137418.0,668,817,0.07426277012822212
Calw (Landkreis),2019,159201,105,11726,3747972.0,90574.0,652,876,0.07365531623545078
Calw (Landkreis),2020,160149,108,11253,3169342.0,80934.0,624,870,0.07026581495981866
Calw (Landkreis),2021,160686,108,11425,3326306.0,81184.0,673,916,0.07110140273577038
Calw (Landkreis),2022,160139,110,11961,4357094.0,95086.0,680,878,0.0746913618793673
Emmendingen (Landkreis),2003,155160,135,13123,1758159.0,65926.0,657,1024,0.08457721062129415
Emmendingen (Landkreis),2004,156069,140,13031,1795538.0,74958.0,683,1052,0.08349512074787434
Emmendingen (Landkreis),2005,156728,144,12901,1784320.0,73112.0,713,1121,0.08231458322699199
Emmendingen (Landkreis),2006,157265,143,13152,2013931.0,73722.0,778,1113,0.08362954249197214
Emmendingen (Landkreis),2007,157629,141,13728,2214840.0,72522.0,768,1092,0.08709057343509126
Emmendingen (Landkreis),2008,157667,137,13828,2116848.0,103393.0,776,1088,0.08770383149295667
Emmendingen (Landkreis),2009,157791,138,13004,1733730.0,68414.0,682,1081,0.08241281188407451
Emmendingen (Landkreis),2010,158342,140,13120,2134631.0,67323.0,794,1107,0.08285862247540135
Emmendingen (Landkreis),2011,156723,139,13849,2370159.0,86185.0,817,939,0.08836609814768732
Emmendingen (Landkreis),2012,157399,140,13954,2386588.0,103366.0,796,926,0.08865367632577081
Emmendingen (Landkreis),2013,158177,140,14200,2415205.0,98267.0,801,913,0.08977284940288412
Emmendingen (Landkreis),2014,159708,145,14716,2594165.0,136834.0,786,885,0.0921431612693165
Emmendingen (Landkreis),2015,162082,142,14995,2641446.0,115944.0,800,901,0.09251489986550018
Emmendingen (Landkreis),2016,163251,146,15586,2701804.0,130565.0,805,886,0.09547261578795842
Emmendingen (Landkreis),2017,164712,147,16191,2907473.0,131470.0,829,881,0.098298848899898
Emmendingen (Landkreis),2018,165383,147,16948,3073984.0,158512.0,858,853,0.10247728001064196
Emmendingen (Landkreis),2019,166408,150,17111,3022938.0,132216.0,821,915,0.10282558530839864
Emmendingen (Landkreis),2020,166862,157,16967,2902139.0,98866.0,775,906,0.10168282772590524
Emmendingen (Landkreis),2021,167945,156,17004,2997961.0,103141.0,792,957,0.10124743219506387
Emmendingen (Landkreis),2022,168004,163,18029,3286466.0,140229.0,798,921,0.10731292112092569
Enzkreis (Landkreis),2003,195379,255,23936,3360580.0,136467.0,1332,1290,0.12251060758832832
Enzkreis (Landkreis),2004,196083,247,23721,3563900.0,120890.0,1335,1322,0.12097428129924573
Enzkreis (Landkreis),2005,196417,249,24133,3831524.0,121784.0,1391,1404,0.12286614702393377
Enzkreis (Landkreis),2006,196159,246,24498,4154821.0,161740.0,1519,1389,0.12488848332220291
Enzkreis (Landkreis),2007,195457,246,25595,4370186.0,159228.0,1619,1355,0.13094951830837473
Enzkreis (Landkreis),2008,195315,242,25605,4430833.0,134517.0,1560,1348,0.13109592197219874
Enzkreis (Landkreis),2009,194554,234,22859,3404356.0,86864.0,1240,1333,0.11749437174254963
Enzkreis (Landkreis),2010,193913,235,23070,4015611.0,98769.0,1445,1355,0.11897087869302213
Enzkreis (Landkreis),2011,191461,239,24281,4620419.0,121784.0,1545,1147,0.1268195611638924
Enzkreis (Landkreis),2012,192092,248,24719,4574238.0,143102.0,1540,1130,0.1286831309997293
Enzkreis (Landkreis),2013,192811,255,24894,4524183.0,140096.0,1554,1113,0.12911089097613726
Enzkreis (Landkreis),2014,193728,255,24741,4508593.0,163895.0,1590,1073,0.12770998513379583
Enzkreis (Landkreis),2015,196066,254,25239,4730816.0,147380.0,1624,1090,0.12872706129568615
Enzkreis (Landkreis),2016,197246,263,25908,5620828.0,150602.0,1661,1071,0.13134867120245786
Enzkreis (Landkreis),2017,198369,272,26445,5830672.0,183035.0,1718,1061,0.13331216067026602
Enzkreis (Landkreis),2018,198905,278,27394,6308584.0,190400.0,1789,1026,0.13772403911414996
Enzkreis (Landkreis),2019,199556,282,27934,6538074.0,205339.0,1674,1098,0.1399807572811642
Enzkreis (Landkreis),2020,199752,292,26868,6047949.0,144354.0,1505,1085,0.13450678841763788
Enzkreis (Landkreis),2021,200237,291,27370,6655849.0,125486.0,1653,1141,0.13668802469074148
Enzkreis (Landkreis),2022,198950,289,27354,7315155.0,157322.0,1615,1090,0.13749183211862276
Esslingen (Landkreis),2003,511564,449,67254,10700442.0,459593.0,4830,3376,0.13146742147610074
Esslingen (Landkreis),2004,513105,430,66587,11009178.0,495247.0,4818,3458,0.12977265861763188
Esslingen (Landkreis),2005,514245,429,65497,11306669.0,436864.0,4677,3677,0.12736536086884656
Esslingen (Landkreis),2006,514108,419,63774,12039557.0,517552.0,4675,3640,0.12404786542905381
Esslingen (Landkreis),2007,514503,424,64611,13192043.0,577507.0,4673,3566,0.1255794426854654
Esslingen (Landkreis),2008,514646,432,65645,13507508.0,522948.0,4666,3551,0.1275536971044174
Esslingen (Landkreis),2009,514109,413,60309,9945918.0,237843.0,3972,3522,0.11730780826634041
Esslingen (Landkreis),2010,514830,408,59968,11738683.0,295686.0,5923,3599,0.11648116854107181
Esslingen (Landkreis),2011,504961,402,61401,12748944.0,389898.0,4510,3025,0.12159552915967768
Esslingen (Landkreis),2012,508577,399,61913,13140927.0,421831.0,4501,2990,0.12173771130035373
Esslingen (Landkreis),2013,512279,416,62764,13337796.0,592385.0,4467,2956,0.12251917412191403
Esslingen (Landkreis),2014,516779,415,64252,13872749.0,490741.0,4510,2863,0.1243316775642973
Esslingen (Landkreis),2015,524127,406,64799,14478312.0,644754.0,4256,2914,0.12363224943572837
Esslingen (Landkreis),2016,528792,402,63252,14823558.0,493780.0,4136,2871,0.11961603049970498
Esslingen (Landkreis),2017,532447,407,64083,14299899.0,466907.0,4140,2849,0.12035564103093829
Esslingen (Landkreis),2018,533859,406,64236,14282703.0,532755.0,3734,2755,0.12032390575039477
Esslingen (Landkreis),2019,535024,413,62864,13188012.0,502212.0,3710,2943,0.11749753282095757
Esslingen (Landkreis),2020,533617,415,60414,12011968.0,351803.0,2987,2898,0.11321603322232987
Esslingen (Landkreis),2021,533388,414,59195,13568311.0,258365.0,3032,3040,0.11097924962691325
Esslingen (Landkreis),2022,533434,411,61403,14361625.0,310771.0,2849,2923,0.1151088981954656
Freiburg im Breisgau (kreisfreie Stadt),2003,212495,99,12798,2618617.0,77635.0,1229,1402,0.060227299465869785
Freiburg im Breisgau (kreisfreie Stadt),2004,213998,98,12493,2775534.0,94739.0,1120,1442,0.05837905027149787
Freiburg im Breisgau (kreisfreie Stadt),2005,215966,94,12380,2762706.0,86813.0,1101,1544,0.057323838011538855
Freiburg im Breisgau (kreisfreie Stadt),2006,217547,90,12149,2782028.0,71681.0,1121,1540,0.055845403521997544
Freiburg im Breisgau (kreisfreie Stadt),2007,219430,91,12097,2841123.0,60399.0,1113,1521,0.05512919837761473
Freiburg im Breisgau (kreisfreie Stadt),2008,219665,93,12356,3006613.0,88991.0,1063,1516,0.05624928868959552
Freiburg im Breisgau (kreisfreie Stadt),2009,221924,81,9970,2343381.0,56756.0,998,1520,0.04492528973882951
Freiburg im Breisgau (kreisfreie Stadt),2010,224191,81,9641,2618692.0,67517.0,985,1567,0.043003510399614614
Freiburg im Breisgau (kreisfreie Stadt),2011,214234,81,9674,2507291.0,74448.0,977,1283,0.04515623103709029
Freiburg im Breisgau (kreisfreie Stadt),2012,218043,75,9494,2430531.0,74232.0,1007,1282,0.04354187018156969
Freiburg im Breisgau (kreisfreie Stadt),2013,220286,80,9792,2371009.0,77447.0,1005,1271,0.044451304213613214
Freiburg im Breisgau (kreisfreie Stadt),2014,222203,78,9726,2436939.0,92945.0,992,1231,0.043770786173003964
Freiburg im Breisgau (kreisfreie Stadt),2015,226393,80,9677,2443596.0,85674.0,945,1259,0.0427442544601644
Freiburg im Breisgau (kreisfreie Stadt),2016,227590,78,9700,2485437.0,85544.0,953,1236,0.0426205017795158
Freiburg im Breisgau (kreisfreie Stadt),2017,229636,81,10004,2569546.0,64317.0,971,1229,0.043564597885348985
Freiburg im Breisgau (kreisfreie Stadt),2018,230241,84,10675,2679773.0,104978.0,965,1188,0.04636446158590347
Freiburg im Breisgau (kreisfreie Stadt),2019,231195,82,10907,2806275.0,92460.0,965,1272,0.047176625792080276
Freiburg im Breisgau (kreisfreie Stadt),2020,230940,83,11155,2734482.0,85620.0,960,1254,0.04830258941716463
Freiburg im Breisgau (kreisfreie Stadt),2021,231848,79,11669,3019930.0,85918.0,952,1322,0.05033038887547014
Freiburg im Breisgau (kreisfreie Stadt),2022,235003,78,12137,3404923.0,120177.0,938,1288,0.05164614919809534
Freudenstadt (Landkreis),2003,122369,133,15742,2183542.0,75048.0,1154,808,0.12864369243844437
Freudenstadt (Landkreis),2004,122407,134,15448,2417439.0,101178.0,1207,825,0.12620193289599452
Freudenstadt (Landkreis),2005,122579,132,15576,2514681.0,91288.0,1245,876,0.12706907382178023
Freudenstadt (Landkreis),2006,122275,131,15824,2850880.0,166693.0,1342,866,0.12941320793293806
Freudenstadt (Landkreis),2007,121865,128,16973,3161121.0,141074.0,1380,845,0.1392770688877036
Freudenstadt (Landkreis),2008,121272,129,17763,3271087.0,185379.0,1369,837,0.1464723926380368
Freudenstadt (Landkreis),2009,120637,129,16864,2563876.0,121096.0,1272,826,0.13979127465039748
Freudenstadt (Landkreis),2010,119878,129,16913,3234657.0,75263.0,1370,838,0.14108510318824138
Freudenstadt (Landkreis),2011,115220,132,17534,3600084.0,102888.0,1308,690,0.15217844124283977
Freudenstadt (Landkreis),2012,115055,130,17475,3433907.0,75475.0,1306,677,0.15188388162183303
Freudenstadt (Landkreis),2013,114793,135,17250,3387733.0,80732.0,1353,662,0.15027048687637748
Freudenstadt (Landkreis),2014,115147,131,17165,3569173.0,105165.0,1342,638,0.14907031880986912
Freudenstadt (Landkreis),2015,116233,129,17237,3692696.0,103805.0,1355,646,0.1482969552536715
Freudenstadt (Landkreis),2016,116692,131,17328,3804487.0,148967.0,1366,634,0.14849346998937374
Freudenstadt (Landkreis),2017,117456,132,17925,4096266.0,116174.0,1408,628,0.15261033919084593
Freudenstadt (Landkreis),2018,117935,135,18682,4541928.0,124969.0,1424,609,0.15840929325475897
Freudenstadt (Landkreis),2019,118243,136,19112,4473541.0,126118.0,1390,650,0.1616332467883934
Freudenstadt (Landkreis),2020,118364,139,18770,3885252.0,122027.0,1326,643,0.1585786218782738
Freudenstadt (Landkreis),2021,119183,139,19074,4535520.0,131506.0,1438,679,0.16003960296350989
Freudenstadt (Landkreis),2022,121450,134,19483,5222245.0,148194.0,1396,666,0.16041992589543022
Göppingen (Landkreis),2003,258707,256,29471,4368955.0,150669.0,1783,1707,0.11391651559486214
Göppingen (Landkreis),2004,258492,251,28513,4459255.0,135474.0,1868,1742,0.11030515451155161
Göppingen (Landkreis),2005,257783,247,27627,4457440.0,122734.0,1874,1843,0.10717153574906026
Göppingen (Landkreis),2006,256967,244,27350,4622884.0,124053.0,1667,1819,0.106433900072772
Göppingen (Landkreis),2007,255807,242,28217,5132100.0,152051.0,1956,1773,0.11030581649446654
Göppingen (Landkreis),2008,254833,246,28635,5217650.0,158217.0,1789,1758,0.11236770747901567
Göppingen (Landkreis),2009,253522,241,24897,3862979.0,94107.0,1434,1737,0.09820449507340585
Göppingen (Landkreis),2010,252548,230,24281,4525611.023471877,88676.0,1551,1765,0.0961440993395315
Göppingen (Landkreis),2011,247194,232,25046,4567830.376549017,110731.0,1653,1481,0.10132122947967993
Göppingen (Landkreis),2012,247835,235,26413,4515664.801255634,136710.0,1652,1457,0.10657493897149313
Göppingen (Landkreis),2013,248813,238,26817,4678540.997271902,123547.0,1687,1436,0.10777973819695916
Göppingen (Landkreis),2014,250117,233,26995,4800672.931139972,159751.0,1801,1386,0.10792948899914839
Göppingen (Landkreis),2015,252749,230,26853,4925970.828988849,152776.0,1629,1405,0.10624374379324943
Göppingen (Landkreis),2016,254618,230,26954,4976019.705585754,127633.0,1609,1383,0.10586054403066554
Göppingen (Landkreis),2017,256345,232,28144,4795009.142785315,147292.0,1649,1371,0.10978954143829604
Göppingen (Landkreis),2018,257253,236,29034,4915050.342602204,158226.0,1778,1327,0.11286165758999896
Göppingen (Landkreis),2019,258145,240,28328,4624329.474901707,165899.0,1514,1420,0.10973677584303396
Göppingen (Landkreis),2020,258781,244,26733,4303147.739774651,128279.0,1264,1405,0.10330356556315959
Göppingen (Landkreis),2021,259046,239,25037,4720076.476381078,111726.0,1188,1477,0.09665078789095373
Göppingen (Landkreis),2022,257269,237,24700,4778135.648567108,110393.0,1169,1410,0.09600845807306749
Heidelberg (kreisfreie Stadt),2003,142959,54,11154,1387338.0,59202.0,409,944,0.07802237005015424
Heidelberg (kreisfreie Stadt),2004,143123,53,10669,1410606.0,63472.0,426,965,0.07454427310774649
Heidelberg (kreisfreie Stadt),2005,142993,54,10693,1442577.0,50365.0,422,1022,0.07477988433000217
Heidelberg (kreisfreie Stadt),2006,144634,56,11066,1831863.0,64071.0,564,1024,0.07651036409143078
Heidelberg (kreisfreie Stadt),2007,145311,58,11453,2046713.0,77386.0,563,1007,0.0788171576824879
Heidelberg (kreisfreie Stadt),2008,145642,58,11643,2135858.0,74860.0,498,1005,0.07994259897557024
Heidelberg (kreisfreie Stadt),2009,146466,44,9681,1277852.0,68693.0,444,1003,0.06609725123919545
Heidelberg (kreisfreie Stadt),2010,147312,46,9549,1548401.0,69198.0,506,1030,0.06482160312805474
Heidelberg (kreisfreie Stadt),2011,148415,45,9499,1730240.0,63710.0,493,889,0.06400296465990635
