DN_DT,Bevölkerung_2023,Increase_rate,Bevölkerung_2070,coef_a,coef_b
Tübingen (Landkreis),232897,10,256187,1014061.4890072332,-7486480.627922936
Tübingen (Landkreis),232897,20,279476,2028079.4373751788,-15205526.80983351
Tübingen (Landkreis),232897,30,302766,3042140.926382412,-22924904.43775645
Tübingen (Landkreis),232897,40,326056,4056202.4153896454,-30644282.065679383
Tübingen (Landkreis),232897,50,349346,5070263.904396879,-38363659.69360232
Tübingen (Landkreis),232897,60,372635,6084281.852764824,-46082705.8755129
Tübingen (Landkreis),232897,70,395925,7098343.341772057,-53802083.50343583
Tübingen (Landkreis),232897,80,419215,8112404.830779291,-61521461.131358765
Tübingen (Landkreis),232897,90,442504,9126422.779147236,-69240507.31326933
Tübingen (Landkreis),232897,100,465794,10140484.26815447,-76959884.94119228
Ulm (kreisfreie Stadt),128998,-90,12900,-5054981.1400069455,38609217.14326308
Ulm (kreisfreie Stadt),128998,-80,25800,-4493306.893197443,34333563.58378666
Ulm (kreisfreie Stadt),128998,-70,38699,-3931676.1870272285,30058241.470322594
Ulm (kreisfreie Stadt),128998,-60,51599,-3370001.9402177264,25782587.910846174
Ulm (kreisfreie Stadt),128998,-50,64499,-2808327.693408224,21506934.35136975
Ulm (kreisfreie Stadt),128998,-40,77399,-2246653.4465987217,17231280.79189333
Ulm (kreisfreie Stadt),128998,-30,90299,-1684979.1997892193,12955627.232416905
Ulm (kreisfreie Stadt),128998,-20,103198,-1123348.4936190045,8680305.118952844
Ulm (kreisfreie Stadt),128998,-10,116098,-561674.2468095022,4404651.559476422
Ulm (kreisfreie Stadt),128998,0,128998,0.0,128998.0
Ulm (kreisfreie Stadt),128998,10,141898,561674.2468095022,-4146655.559476422
Ulm (kreisfreie Stadt),128998,20,154798,1123348.4936190045,-8422309.118952844
Ulm (kreisfreie Stadt),128998,30,167697,1684979.1997892193,-12697631.232416905
Ulm (kreisfreie Stadt),128998,40,180597,2246653.4465987217,-16973284.79189333
Ulm (kreisfreie Stadt),128998,50,193497,2808327.693408224,-21248938.35136975
Ulm (kreisfreie Stadt),128998,60,206397,3370001.9402177264,-25524591.910846174
Ulm (kreisfreie Stadt),128998,70,219297,3931676.1870272285,-29800245.470322594
Ulm (kreisfreie Stadt),128998,80,232196,4493306.893197443,-34075567.58378666
Ulm (kreisfreie Stadt),128998,90,245096,5054981.1400069455,-38351221.14326308
Ulm (kreisfreie Stadt),128998,100,257996,5616655.386816448,-42626874.7027395
Waldshut (Landkreis),171777,-90,17178,-6731339.293217229,51412999.06523221
Waldshut (Landkreis),171777,-80,34355,-5983441.732174839,45719750.91088131
Waldshut (Landkreis),171777,-70,51533,-5235500.630493162,40026171.310518056
Waldshut (Landkreis),171777,-60,68711,-4487559.5288114855,34332591.7101548
Waldshut (Landkreis),171777,-50,85888,-3739661.967769096,28639343.55580391
Waldshut (Landkreis),171777,-40,103066,-2991720.8660874194,22945763.955440655
Waldshut (Landkreis),171777,-30,120244,-2243779.7644057428,17252184.3550774
Waldshut (Landkreis),171777,-20,137422,-1495838.662724066,11558604.754714148
Waldshut (Landkreis),171777,-10,154599,-747941.1016816768,5865356.600363255
Waldshut (Landkreis),171777,0,171777,0.0,171777.0
Waldshut (Landkreis),171777,10,188955,747941.1016816768,-5521802.600363255
Waldshut (Landkreis),171777,20,206132,1495838.662724066,-11215050.754714148
Waldshut (Landkreis),171777,30,223310,2243779.7644057428,-16908630.3550774
Waldshut (Landkreis),171777,40,240488,2991720.8660874194,-22602209.955440655
Waldshut (Landkreis),171777,50,257666,3739661.967769096,-28295789.55580391
Waldshut (Landkreis),171777,60,274843,4487559.5288114855,-33989037.7101548
Waldshut (Landkreis),171777,70,292021,5235500.630493162,-39682617.310518056
Waldshut (Landkreis),171777,80,309199,5983441.732174839,-45376196.91088131
Waldshut (Landkreis),171777,90,326376,6731339.293217229,-51069445.06523221
Waldshut (Landkreis),171777,100,343554,7479280.394898905,-56763024.665595464
Zollernalbkreis (Landkreis),193339,-90,19334,-7576288.939231585,57866602.38113914
Zollernalbkreis (Landkreis),193339,-80,38668,-6734474.219245933,51458425.17812231
Zollernalbkreis (Landkreis),193339,-70,58002,-5892659.49926028,45050247.97510547
Zollernalbkreis (Landkreis),193339,-60,77336,-5050844.779274628,38642070.77208864
Zollernalbkreis (Landkreis),193339,-50,96670,-4209030.059288975,32233893.569071803
Zollernalbkreis (Landkreis),193339,-40,116003,-3367258.87994261,25826047.812067334
Zollernalbkreis (Landkreis),193339,-30,135337,-2525444.1599569577,19417870.6090505
Zollernalbkreis (Landkreis),193339,-20,154671,-1683629.439971305,13009693.406033667
Zollernalbkreis (Landkreis),193339,-10,174005,-841814.7199856525,6601516.203016833
Zollernalbkreis (Landkreis),193339,0,193339,0.0,193339.0
Zollernalbkreis (Landkreis),193339,10,212673,841814.7199856525,-6214838.203016833
Zollernalbkreis (Landkreis),193339,20,232007,1683629.439971305,-12623015.406033667
Zollernalbkreis (Landkreis),193339,30,251341,2525444.1599569577,-19031192.6090505
Zollernalbkreis (Landkreis),193339,40,270675,3367258.87994261,-25439369.812067334
Zollernalbkreis (Landkreis),193339,50,290008,4209030.059288975,-31847215.569071803
Zollernalbkreis (Landkreis),193339,60,309342,5050844.779274628,-38255392.77208864
Zollernalbkreis (Landkreis),193339,70,328676,5892659.49926028,-44663569.97510547
Zollernalbkreis (Landkreis),193339,80,348010,6734474.219245933,-51071747.17812231
Zollernalbkreis (Landkreis),193339,90,367344,7576288.939231585,-57479924.38113914
Zollernalbkreis (Landkreis),193339,100,386678,8418103.659217238,-63888101.58415598
