DName,DType,DN_DT,Jahr,Investitionen,Investitionen je Beschäftigten
Lörrach,Landkreis,Lörrach (Landkreis),2003,208852.0,10012.0
Lörrach,Landkreis,Lörrach (Landkreis),2004,183257.0,8790.0
Lörrach,Landkreis,Lörrach (Landkreis),2005,160477.0,7912.0
Lörrach,Landkreis,Lörrach (Landkreis),2006,153345.0,7608.0
Lörrach,Landkreis,Lörrach (Landkreis),2007,190510.0,9331.0
Lörrach,Landkreis,Lörrach (Landkreis),2008,220975.0,10425.0
Lörrach,Landkreis,Lörrach (Landkreis),2009,137579.0,6873.0
Lörrach,Landkreis,Lörrach (Landkreis),2010,132896.0,6706.0
Lörrach,Landkreis,Lörrach (Landkreis),2011,149979.0,7535.0
Lörrach,Landkreis,Lörrach (Landkreis),2012,178123.0,8732.0
Lörrach,Landkreis,Lörrach (Landkreis),2013,188596.0,9164.0
Lörrach,Landkreis,Lörrach (Landkreis),2014,175875.0,8458.0
Lörrach,Landkreis,Lörrach (Landkreis),2015,201896.0,9799.0
Lörrach,Landkreis,Lörrach (Landkreis),2016,179721.0,8723.0
Lörrach,Landkreis,Lörrach (Landkreis),2017,140107.0,6826.0
Lörrach,Landkreis,Lörrach (Landkreis),2018,196284.0,9512.0
Lörrach,Landkreis,Lörrach (Landkreis),2019,219292.0,10829.0
Lörrach,Landkreis,Lörrach (Landkreis),2020,178558.0,9287.0
Lörrach,Landkreis,Lörrach (Landkreis),2021,171816.0,9145.0
Lörrach,Landkreis,Lörrach (Landkreis),2022,196439.0,10311.0
Lörrach,Landkreis,Lörrach (Landkreis),2023,210599.0,10817.0
Main-Tauber-Kreis,Landkreis,Main-Tauber-Kreis (Landkreis),1995,66179.0,4180.0
Main-Tauber-Kreis,Landkreis,Main-Tauber-Kreis (Landkreis),1996,51870.0,3341.0
Main-Tauber-Kreis,Landkreis,Main-Tauber-Kreis (Landkreis),1997,70476.0,4490.0
Main-Tauber-Kreis,Landkreis,Main-Tauber-Kreis (Landkreis),1998,64769.0,4002.0
Main-Tauber-Kreis,Landkreis,Main-Tauber-Kreis (Landkreis),1999,72817.0,4565.0
Main-Tauber-Kreis,Landkreis,Main-Tauber-Kreis (Landkreis),2000,76449.0,4608.0
Main-Tauber-Kreis,Landkreis,Main-Tauber-Kreis (Landkreis),2001,67873.0,4079.0
Main-Tauber-Kreis,Landkreis,Main-Tauber-Kreis (Landkreis),2002,68147.0,4096.0
Main-Tauber-Kreis,Landkreis,Main-Tauber-Kreis (Landkreis),2003,83188.0,5048.0
Main-Tauber-Kreis,Landkreis,Main-Tauber-Kreis (Landkreis),2004,44271.0,2669.0
Main-Tauber-Kreis,Landkreis,Main-Tauber-Kreis (Landkreis),2005,45620.0,2717.0
Main-Tauber-Kreis,Landkreis,Main-Tauber-Kreis (Landkreis),2006,54752.0,3245.0
Main-Tauber-Kreis,Landkreis,Main-Tauber-Kreis (Landkreis),2007,83733.0,4667.0
Main-Tauber-Kreis,Landkreis,Main-Tauber-Kreis (Landkreis),2008,88346.0,4735.0
Main-Tauber-Kreis,Landkreis,Main-Tauber-Kreis (Landkreis),2009,61175.0,3534.0
Main-Tauber-Kreis,Landkreis,Main-Tauber-Kreis (Landkreis),2010,54268.0,3066.0
Main-Tauber-Kreis,Landkreis,Main-Tauber-Kreis (Landkreis),2011,74642.0,4073.0
Main-Tauber-Kreis,Landkreis,Main-Tauber-Kreis (Landkreis),2012,91366.0,4855.0
Main-Tauber-Kreis,Landkreis,Main-Tauber-Kreis (Landkreis),2013,68428.0,3632.0
Main-Tauber-Kreis,Landkreis,Main-Tauber-Kreis (Landkreis),2014,82742.0,4368.0
Main-Tauber-Kreis,Landkreis,Main-Tauber-Kreis (Landkreis),2015,83730.0,4434.0
Main-Tauber-Kreis,Landkreis,Main-Tauber-Kreis (Landkreis),2016,118549.0,6161.0
Main-Tauber-Kreis,Landkreis,Main-Tauber-Kreis (Landkreis),2017,147475.0,7389.0
Main-Tauber-Kreis,Landkreis,Main-Tauber-Kreis (Landkreis),2018,106039.0,5196.0
Main-Tauber-Kreis,Landkreis,Main-Tauber-Kreis (Landkreis),2019,84688.0,4071.0
Main-Tauber-Kreis,Landkreis,Main-Tauber-Kreis (Landkreis),2020,106266.0,5283.0
Main-Tauber-Kreis,Landkreis,Main-Tauber-Kreis (Landkreis),2021,99492.0,5027.0
Main-Tauber-Kreis,Landkreis,Main-Tauber-Kreis (Landkreis),2022,113530.0,5653.0
Main-Tauber-Kreis,Landkreis,Main-Tauber-Kreis (Landkreis),2023,127976.0,6379.0
Mannheim,kreisfreie Stadt,Mannheim (kreisfreie Stadt),1995,355102.0,6972.0
Mannheim,kreisfreie Stadt,Mannheim (kreisfreie Stadt),1996,414471.0,8477.0
Mannheim,kreisfreie Stadt,Mannheim (kreisfreie Stadt),1997,291689.0,6085.0
Mannheim,kreisfreie Stadt,Mannheim (kreisfreie Stadt),1998,361532.0,7710.0
Mannheim,kreisfreie Stadt,Mannheim (kreisfreie Stadt),1999,384028.0,8351.0
Mannheim,kreisfreie Stadt,Mannheim (kreisfreie Stadt),2000,320766.0,6839.0
Mannheim,kreisfreie Stadt,Mannheim (kreisfreie Stadt),2001,339046.0,7075.0
Mannheim,kreisfreie Stadt,Mannheim (kreisfreie Stadt),2002,343112.0,7474.0
Mannheim,kreisfreie Stadt,Mannheim (kreisfreie Stadt),2003,421664.0,9312.0
Mannheim,kreisfreie Stadt,Mannheim (kreisfreie Stadt),2004,400865.0,9329.0
Mannheim,kreisfreie Stadt,Mannheim (kreisfreie Stadt),2005,383943.0,9134.0
Mannheim,kreisfreie Stadt,Mannheim (kreisfreie Stadt),2006,482468.0,11510.0
Mannheim,kreisfreie Stadt,Mannheim (kreisfreie Stadt),2007,441810.0,10448.0
Mannheim,kreisfreie Stadt,Mannheim (kreisfreie Stadt),2008,503525.0,11563.0
Mannheim,kreisfreie Stadt,Mannheim (kreisfreie Stadt),2009,506368.0,12265.0
Mannheim,kreisfreie Stadt,Mannheim (kreisfreie Stadt),2010,453487.0,11675.0
Mannheim,kreisfreie Stadt,Mannheim (kreisfreie Stadt),2011,481367.0,12253.0
Mannheim,kreisfreie Stadt,Mannheim (kreisfreie Stadt),2012,507252.0,12931.0
Mannheim,kreisfreie Stadt,Mannheim (kreisfreie Stadt),2013,474390.0,12138.0
Mannheim,kreisfreie Stadt,Mannheim (kreisfreie Stadt),2014,496732.0,12494.0
Mannheim,kreisfreie Stadt,Mannheim (kreisfreie Stadt),2015,491737.0,12533.0
Mannheim,kreisfreie Stadt,Mannheim (kreisfreie Stadt),2016,583412.0,14925.0
Mannheim,kreisfreie Stadt,Mannheim (kreisfreie Stadt),2017,452322.0,11695.0
Mannheim,kreisfreie Stadt,Mannheim (kreisfreie Stadt),2018,439906.0,11400.0
Mannheim,kreisfreie Stadt,Mannheim (kreisfreie Stadt),2019,424065.0,11070.0
Mannheim,kreisfreie Stadt,Mannheim (kreisfreie Stadt),2020,400925.0,10565.0
Mannheim,kreisfreie Stadt,Mannheim (kreisfreie Stadt),2021,429744.0,11351.0
Mannheim,kreisfreie Stadt,Mannheim (kreisfreie Stadt),2022,498227.0,13157.0
Mannheim,kreisfreie Stadt,Mannheim (kreisfreie Stadt),2023,503331.0,13066.0
Neckar-Odenwald-Kreis,Landkreis,Neckar-Odenwald-Kreis (Landkreis),1995,70815.0,5042.0
Neckar-Odenwald-Kreis,Landkreis,Neckar-Odenwald-Kreis (Landkreis),1996,66033.0,4996.0
Neckar-Odenwald-Kreis,Landkreis,Neckar-Odenwald-Kreis (Landkreis),1997,69781.0,5277.0
Neckar-Odenwald-Kreis,Landkreis,Neckar-Odenwald-Kreis (Landkreis),1998,75887.0,5493.0
Neckar-Odenwald-Kreis,Landkreis,Neckar-Odenwald-Kreis (Landkreis),1999,66459.0,4795.0
Neckar-Odenwald-Kreis,Landkreis,Neckar-Odenwald-Kreis (Landkreis),2000,73213.0,5168.0
Neckar-Odenwald-Kreis,Landkreis,Neckar-Odenwald-Kreis (Landkreis),2001,73734.0,5321.0
Neckar-Odenwald-Kreis,Landkreis,Neckar-Odenwald-Kreis (Landkreis),2002,72033.0,5210.0
Neckar-Odenwald-Kreis,Landkreis,Neckar-Odenwald-Kreis (Landkreis),2003,78413.0,5780.0
Neckar-Odenwald-Kreis,Landkreis,Neckar-Odenwald-Kreis (Landkreis),2004,69315.0,5150.0
Neckar-Odenwald-Kreis,Landkreis,Neckar-Odenwald-Kreis (Landkreis),2005,80071.0,6102.0
Neckar-Odenwald-Kreis,Landkreis,Neckar-Odenwald-Kreis (Landkreis),2006,78045.0,5772.0
Neckar-Odenwald-Kreis,Landkreis,Neckar-Odenwald-Kreis (Landkreis),2007,102418.0,7329.0
Neckar-Odenwald-Kreis,Landkreis,Neckar-Odenwald-Kreis (Landkreis),2008,82656.0,5800.0
Neckar-Odenwald-Kreis,Landkreis,Neckar-Odenwald-Kreis (Landkreis),2009,50352.0,3748.0
Neckar-Odenwald-Kreis,Landkreis,Neckar-Odenwald-Kreis (Landkreis),2010,60953.0,4470.0
Neckar-Odenwald-Kreis,Landkreis,Neckar-Odenwald-Kreis (Landkreis),2011,63200.0,4390.0
Neckar-Odenwald-Kreis,Landkreis,Neckar-Odenwald-Kreis (Landkreis),2012,85953.0,5865.0
Neckar-Odenwald-Kreis,Landkreis,Neckar-Odenwald-Kreis (Landkreis),2013,83527.0,5671.0
Neckar-Odenwald-Kreis,Landkreis,Neckar-Odenwald-Kreis (Landkreis),2014,104180.0,6901.0
Neckar-Odenwald-Kreis,Landkreis,Neckar-Odenwald-Kreis (Landkreis),2015,84428.0,5557.0
Neckar-Odenwald-Kreis,Landkreis,Neckar-Odenwald-Kreis (Landkreis),2016,99765.0,6611.0
Neckar-Odenwald-Kreis,Landkreis,Neckar-Odenwald-Kreis (Landkreis),2017,111247.0,7238.0
Neckar-Odenwald-Kreis,Landkreis,Neckar-Odenwald-Kreis (Landkreis),2018,124877.0,7948.0
Neckar-Odenwald-Kreis,Landkreis,Neckar-Odenwald-Kreis (Landkreis),2019,104851.0,6746.0
Neckar-Odenwald-Kreis,Landkreis,Neckar-Odenwald-Kreis (Landkreis),2020,86231.0,5669.0
Neckar-Odenwald-Kreis,Landkreis,Neckar-Odenwald-Kreis (Landkreis),2021,99958.0,6719.0
Neckar-Odenwald-Kreis,Landkreis,Neckar-Odenwald-Kreis (Landkreis),2022,77518.0,5175.0
Neckar-Odenwald-Kreis,Landkreis,Neckar-Odenwald-Kreis (Landkreis),2023,90233.0,6104.0
Ortenaukreis,Landkreis,Ortenaukreis (Landkreis),1995,269063.0,5390.0
Ortenaukreis,Landkreis,Ortenaukreis (Landkreis),1996,232013.0,4844.0
Ortenaukreis,Landkreis,Ortenaukreis (Landkreis),1997,240844.0,4969.0
Ortenaukreis,Landkreis,Ortenaukreis (Landkreis),1998,270408.0,5468.0
Ortenaukreis,Landkreis,Ortenaukreis (Landkreis),1999,323951.0,6504.0
Ortenaukreis,Landkreis,Ortenaukreis (Landkreis),2000,410525.0,7953.0
Ortenaukreis,Landkreis,Ortenaukreis (Landkreis),2001,364493.0,6951.0
Ortenaukreis,Landkreis,Ortenaukreis (Landkreis),2002,314887.0,6081.0
Ortenaukreis,Landkreis,Ortenaukreis (Landkreis),2003,254984.0,5154.0
Ortenaukreis,Landkreis,Ortenaukreis (Landkreis),2004,256564.0,5271.0
Ortenaukreis,Landkreis,Ortenaukreis (Landkreis),2005,335545.0,6937.0
Ortenaukreis,Landkreis,Ortenaukreis (Landkreis),2006,321945.0,6637.0
Ortenaukreis,Landkreis,Ortenaukreis (Landkreis),2007,362587.0,7299.0
Ortenaukreis,Landkreis,Ortenaukreis (Landkreis),2008,364913.0,7186.0
Ortenaukreis,Landkreis,Ortenaukreis (Landkreis),2009,274316.0,5761.0
Ortenaukreis,Landkreis,Ortenaukreis (Landkreis),2010,215449.0,4489.0
Ortenaukreis,Landkreis,Ortenaukreis (Landkreis),2011,303103.0,6116.0
Ortenaukreis,Landkreis,Ortenaukreis (Landkreis),2012,312446.0,6293.0
Ortenaukreis,Landkreis,Ortenaukreis (Landkreis),2013,306325.0,6091.0
Ortenaukreis,Landkreis,Ortenaukreis (Landkreis),2014,321873.0,6235.0
Ortenaukreis,Landkreis,Ortenaukreis (Landkreis),2015,407060.0,7776.0
Ortenaukreis,Landkreis,Ortenaukreis (Landkreis),2016,406695.0,7747.0
Ortenaukreis,Landkreis,Ortenaukreis (Landkreis),2017,457272.0,8430.0
Ortenaukreis,Landkreis,Ortenaukreis (Landkreis),2018,558596.0,9907.0
Ortenaukreis,Landkreis,Ortenaukreis (Landkreis),2019,585401.0,10366.0
Ortenaukreis,Landkreis,Ortenaukreis (Landkreis),2020,394717.0,7274.0
Ortenaukreis,Landkreis,Ortenaukreis (Landkreis),2021,353582.0,6507.0
Ortenaukreis,Landkreis,Ortenaukreis (Landkreis),2022,386844.0,7002.0
Ortenaukreis,Landkreis,Ortenaukreis (Landkreis),2023,463170.0,8351.0
Ostalbkreis,Landkreis,Ostalbkreis (Landkreis),1995,201170.0,4936.0
Ostalbkreis,Landkreis,Ostalbkreis (Landkreis),1996,202888.0,5091.0
Ostalbkreis,Landkreis,Ostalbkreis (Landkreis),1997,177463.0,4411.0
Ostalbkreis,Landkreis,Ostalbkreis (Landkreis),1998,232016.0,5714.0
Ostalbkreis,Landkreis,Ostalbkreis (Landkreis),1999,209730.0,5180.0
Ostalbkreis,Landkreis,Ostalbkreis (Landkreis),2000,260836.0,6382.0
Ostalbkreis,Landkreis,Ostalbkreis (Landkreis),2001,323443.0,7570.0
Ostalbkreis,Landkreis,Ostalbkreis (Landkreis),2002,332626.0,7952.0
Ostalbkreis,Landkreis,Ostalbkreis (Landkreis),2003,297075.0,7303.0
Ostalbkreis,Landkreis,Ostalbkreis (Landkreis),2004,277640.0,6884.0
Ostalbkreis,Landkreis,Ostalbkreis (Landkreis),2005,263708.0,6499.0
Ostalbkreis,Landkreis,Ostalbkreis (Landkreis),2006,305900.0,7530.0
Ostalbkreis,Landkreis,Ostalbkreis (Landkreis),2007,416973.0,10049.0
Ostalbkreis,Landkreis,Ostalbkreis (Landkreis),2008,434247.0,10037.0
Ostalbkreis,Landkreis,Ostalbkreis (Landkreis),2009,267681.0,6612.0
Ostalbkreis,Landkreis,Ostalbkreis (Landkreis),2010,251066.0,6215.0
Ostalbkreis,Landkreis,Ostalbkreis (Landkreis),2011,444086.0,10545.0
Ostalbkreis,Landkreis,Ostalbkreis (Landkreis),2012,574733.0,13181.0
Ostalbkreis,Landkreis,Ostalbkreis (Landkreis),2013,541131.0,12234.0
Ostalbkreis,Landkreis,Ostalbkreis (Landkreis),2014,405334.0,9236.0
Ostalbkreis,Landkreis,Ostalbkreis (Landkreis),2015,421417.0,9462.0
Ostalbkreis,Landkreis,Ostalbkreis (Landkreis),2016,399781.0,8903.0
Ostalbkreis,Landkreis,Ostalbkreis (Landkreis),2017,412125.0,8977.0
Ostalbkreis,Landkreis,Ostalbkreis (Landkreis),2018,561699.0,12126.0
Ostalbkreis,Landkreis,Ostalbkreis (Landkreis),2019,679220.0,14660.0
Ostalbkreis,Landkreis,Ostalbkreis (Landkreis),2020,975116.0,21659.0
Ostalbkreis,Landkreis,Ostalbkreis (Landkreis),2021,828381.0,18490.0
Ostalbkreis,Landkreis,Ostalbkreis (Landkreis),2022,758184.0,16391.0
Ostalbkreis,Landkreis,Ostalbkreis (Landkreis),2023,688800.0,14555.0
Pforzheim,kreisfreie Stadt,Pforzheim (kreisfreie Stadt),1995,56219.0,3275.0
Pforzheim,kreisfreie Stadt,Pforzheim (kreisfreie Stadt),1996,50169.0,3178.0
Pforzheim,kreisfreie Stadt,Pforzheim (kreisfreie Stadt),1997,61497.0,4025.0
Pforzheim,kreisfreie Stadt,Pforzheim (kreisfreie Stadt),1998,80018.0,5196.0
Pforzheim,kreisfreie Stadt,Pforzheim (kreisfreie Stadt),1999,84010.0,5676.0
Pforzheim,kreisfreie Stadt,Pforzheim (kreisfreie Stadt),2000,69260.0,4754.0
Pforzheim,kreisfreie Stadt,Pforzheim (kreisfreie Stadt),2001,80332.0,5740.0
Pforzheim,kreisfreie Stadt,Pforzheim (kreisfreie Stadt),2002,72955.0,5463.0
Pforzheim,kreisfreie Stadt,Pforzheim (kreisfreie Stadt),2003,57463.0,4374.0
Pforzheim,kreisfreie Stadt,Pforzheim (kreisfreie Stadt),2004,68953.0,5398.0
Pforzheim,kreisfreie Stadt,Pforzheim (kreisfreie Stadt),2005,60863.0,4865.0
Pforzheim,kreisfreie Stadt,Pforzheim (kreisfreie Stadt),2006,76310.0,5994.0
Pforzheim,kreisfreie Stadt,Pforzheim (kreisfreie Stadt),2007,83184.0,6366.0
Pforzheim,kreisfreie Stadt,Pforzheim (kreisfreie Stadt),2008,77100.0,5701.0
Pforzheim,kreisfreie Stadt,Pforzheim (kreisfreie Stadt),2009,63139.0,5173.0
Pforzheim,kreisfreie Stadt,Pforzheim (kreisfreie Stadt),2010,52108.0,4187.0
Pforzheim,kreisfreie Stadt,Pforzheim (kreisfreie Stadt),2011,84547.0,6624.0
Pforzheim,kreisfreie Stadt,Pforzheim (kreisfreie Stadt),2012,108063.0,8147.0
Pforzheim,kreisfreie Stadt,Pforzheim (kreisfreie Stadt),2013,106203.0,7942.0
Pforzheim,kreisfreie Stadt,Pforzheim (kreisfreie Stadt),2014,107098.0,7947.0
Pforzheim,kreisfreie Stadt,Pforzheim (kreisfreie Stadt),2015,73691.0,5793.0
Pforzheim,kreisfreie Stadt,Pforzheim (kreisfreie Stadt),2016,68102.0,5426.0
Pforzheim,kreisfreie Stadt,Pforzheim (kreisfreie Stadt),2017,104881.0,8167.0
Pforzheim,kreisfreie Stadt,Pforzheim (kreisfreie Stadt),2018,98834.0,7344.0
Pforzheim,kreisfreie Stadt,Pforzheim (kreisfreie Stadt),2019,81162.0,6025.0
Pforzheim,kreisfreie Stadt,Pforzheim (kreisfreie Stadt),2020,68089.0,5246.0
Pforzheim,kreisfreie Stadt,Pforzheim (kreisfreie Stadt),2021,77593.0,6193.0
Pforzheim,kreisfreie Stadt,Pforzheim (kreisfreie Stadt),2022,79088.0,6023.0
Pforzheim,kreisfreie Stadt,Pforzheim (kreisfreie Stadt),2023,94399.0,7098.0
Rastatt,Landkreis,Rastatt (Landkreis),1995,263314.0,7747.0
Rastatt,Landkreis,Rastatt (Landkreis),1996,366403.0,11141.0
Rastatt,Landkreis,Rastatt (Landkreis),1997,401969.0,11688.0
Rastatt,Landkreis,Rastatt (Landkreis),1998,204135.0,5639.0
Rastatt,Landkreis,Rastatt (Landkreis),1999,237417.0,6659.0
Rastatt,Landkreis,Rastatt (Landkreis),2000,264287.0,7225.0
Rastatt,Landkreis,Rastatt (Landkreis),2001,239216.0,6486.0
Rastatt,Landkreis,Rastatt (Landkreis),2002,395557.0,11134.0
Rastatt,Landkreis,Rastatt (Landkreis),2003,542436.0,15278.0
Rastatt,Landkreis,Rastatt (Landkreis),2004,502746.0,13479.0
Rastatt,Landkreis,Rastatt (Landkreis),2005,328780.0,8532.0
Rastatt,Landkreis,Rastatt (Landkreis),2006,259233.0,6869.0
Rastatt,Landkreis,Rastatt (Landkreis),2007,294554.0,7706.0
Rastatt,Landkreis,Rastatt (Landkreis),2008,431564.0,11354.0
Rastatt,Landkreis,Rastatt (Landkreis),2009,246797.0,6986.0
Rastatt,Landkreis,Rastatt (Landkreis),2010,388253.0,11067.0
Rastatt,Landkreis,Rastatt (Landkreis),2011,544818.0,15039.0
Rastatt,Landkreis,Rastatt (Landkreis),2012,480301.0,12908.0
Rastatt,Landkreis,Rastatt (Landkreis),2013,411651.0,11015.0
Rastatt,Landkreis,Rastatt (Landkreis),2014,322664.0,8442.0
Rastatt,Landkreis,Rastatt (Landkreis),2015,345346.0,9068.0
Rastatt,Landkreis,Rastatt (Landkreis),2016,526645.0,13588.0
Rastatt,Landkreis,Rastatt (Landkreis),2017,725879.0,18085.0
Rastatt,Landkreis,Rastatt (Landkreis),2018,800480.0,19804.0
Rastatt,Landkreis,Rastatt (Landkreis),2019,580619.0,14386.0
Rastatt,Landkreis,Rastatt (Landkreis),2020,331091.0,8483.0
Rastatt,Landkreis,Rastatt (Landkreis),2021,261083.0,6876.0
Rastatt,Landkreis,Rastatt (Landkreis),2022,359167.0,9729.0
Rastatt,Landkreis,Rastatt (Landkreis),2023,372817.0,10220.0
Ravensburg,Landkreis,Ravensburg (Landkreis),1995,144730.0,5020.0
Ravensburg,Landkreis,Ravensburg (Landkreis),1996,141932.0,5023.0
Ravensburg,Landkreis,Ravensburg (Landkreis),1997,170565.0,6004.0
Ravensburg,Landkreis,Ravensburg (Landkreis),1998,157003.0,5487.0
Ravensburg,Landkreis,Ravensburg (Landkreis),1999,151398.0,5307.0
Ravensburg,Landkreis,Ravensburg (Landkreis),2000,177355.0,6130.0
Ravensburg,Landkreis,Ravensburg (Landkreis),2001,165951.0,5761.0
Ravensburg,Landkreis,Ravensburg (Landkreis),2002,169828.0,5856.0
Ravensburg,Landkreis,Ravensburg (Landkreis),2003,156873.0,5578.0
Ravensburg,Landkreis,Ravensburg (Landkreis),2004,163642.0,5911.0
Ravensburg,Landkreis,Ravensburg (Landkreis),2005,128282.0,4723.0
Ravensburg,Landkreis,Ravensburg (Landkreis),2006,268517.0,9779.0
Ravensburg,Landkreis,Ravensburg (Landkreis),2007,221526.0,8031.0
Ravensburg,Landkreis,Ravensburg (Landkreis),2008,169761.0,6078.0
Ravensburg,Landkreis,Ravensburg (Landkreis),2009,143223.0,5405.0
Ravensburg,Landkreis,Ravensburg (Landkreis),2010,145382.0,5411.0
Ravensburg,Landkreis,Ravensburg (Landkreis),2011,179543.0,6374.0
Ravensburg,Landkreis,Ravensburg (Landkreis),2012,164885.0,5748.0
Ravensburg,Landkreis,Ravensburg (Landkreis),2013,160458.0,5410.0
Ravensburg,Landkreis,Ravensburg (Landkreis),2014,224474.0,7359.0
Ravensburg,Landkreis,Ravensburg (Landkreis),2015,273025.0,8883.0
Ravensburg,Landkreis,Ravensburg (Landkreis),2016,353014.0,11290.0
Ravensburg,Landkreis,Ravensburg (Landkreis),2017,304905.0,9406.0
Ravensburg,Landkreis,Ravensburg (Landkreis),2018,308544.0,9282.0
Ravensburg,Landkreis,Ravensburg (Landkreis),2019,312958.0,9038.0
Ravensburg,Landkreis,Ravensburg (Landkreis),2020,315172.0,9107.0
Ravensburg,Landkreis,Ravensburg (Landkreis),2021,330888.0,9384.0
Ravensburg,Landkreis,Ravensburg (Landkreis),2022,335872.0,9397.0
Ravensburg,Landkreis,Ravensburg (Landkreis),2023,413793.0,11417.0
Rems-Murr-Kreis,Landkreis,Rems-Murr-Kreis (Landkreis),1995,237185.0,4792.0
Rems-Murr-Kreis,Landkreis,Rems-Murr-Kreis (Landkreis),1996,191799.0,4158.0
Rems-Murr-Kreis,Landkreis,Rems-Murr-Kreis (Landkreis),1997,207706.0,4539.0
Rems-Murr-Kreis,Landkreis,Rems-Murr-Kreis (Landkreis),1998,259956.0,5656.0
Rems-Murr-Kreis,Landkreis,Rems-Murr-Kreis (Landkreis),1999,247200.0,5357.0
Rems-Murr-Kreis,Landkreis,Rems-Murr-Kreis (Landkreis),2000,270763.0,5836.0
Rems-Murr-Kreis,Landkreis,Rems-Murr-Kreis (Landkreis),2001,292318.0,6349.0
Rems-Murr-Kreis,Landkreis,Rems-Murr-Kreis (Landkreis),2002,247302.0,5502.0
Rems-Murr-Kreis,Landkreis,Rems-Murr-Kreis (Landkreis),2003,233438.0,5461.0
Rems-Murr-Kreis,Landkreis,Rems-Murr-Kreis (Landkreis),2004,264130.0,6179.0
Rems-Murr-Kreis,Landkreis,Rems-Murr-Kreis (Landkreis),2005,224507.0,5475.0
Rems-Murr-Kreis,Landkreis,Rems-Murr-Kreis (Landkreis),2006,247550.0,5928.0
Rems-Murr-Kreis,Landkreis,Rems-Murr-Kreis (Landkreis),2007,286112.0,6841.0
Rems-Murr-Kreis,Landkreis,Rems-Murr-Kreis (Landkreis),2008,307566.0,7369.0
Rems-Murr-Kreis,Landkreis,Rems-Murr-Kreis (Landkreis),2009,216688.0,5746.0
Rems-Murr-Kreis,Landkreis,Rems-Murr-Kreis (Landkreis),2010,207227.0,5441.0
Rems-Murr-Kreis,Landkreis,Rems-Murr-Kreis (Landkreis),2011,245085.0,6374.0
Rems-Murr-Kreis,Landkreis,Rems-Murr-Kreis (Landkreis),2012,242806.0,6309.0
Rems-Murr-Kreis,Landkreis,Rems-Murr-Kreis (Landkreis),2013,217960.0,5577.0
Rems-Murr-Kreis,Landkreis,Rems-Murr-Kreis (Landkreis),2014,305047.0,7700.0
Rems-Murr-Kreis,Landkreis,Rems-Murr-Kreis (Landkreis),2015,349702.0,8778.0
Rems-Murr-Kreis,Landkreis,Rems-Murr-Kreis (Landkreis),2016,299339.0,7337.0
Rems-Murr-Kreis,Landkreis,Rems-Murr-Kreis (Landkreis),2017,285631.0,6829.0
