DName,DType,DN_DT,Jahr,Betriebe,Beschäftigte,Gesamtumsatz
Tübingen,Landkreis,Tübingen (Landkreis),2015,130,15547,2528683.0
Tübingen,Landkreis,Tübingen (Landkreis),2016,133,16266,2737737.0
Tübingen,Landkreis,Tübingen (Landkreis),2017,136,16984,2892996.0
Tübingen,Landkreis,Tübingen (Landkreis),2018,138,17086,2861881.0
Tübingen,Landkreis,Tübingen (Landkreis),2019,135,17310,2847844.0
Tübingen,Landkreis,Tübingen (Landkreis),2020,134,16690,2652212.0
Tübingen,Landkreis,Tübingen (Landkreis),2021,141,17505,3066855.0
Tübingen,Landkreis,Tübingen (Landkreis),2022,139,17756,3271161.0
Tübingen,Landkreis,Tübingen (Landkreis),2023,142,18404,3273667.0
Ulm,kreisfreie Stadt,Ulm (kreisfreie Stadt),1995,97,23156,3964502.0
Ulm,kreisfreie Stadt,Ulm (kreisfreie Stadt),1996,94,22201,4020523.0
Ulm,kreisfreie Stadt,Ulm (kreisfreie Stadt),1997,97,21636,4135544.0
Ulm,kreisfreie Stadt,Ulm (kreisfreie Stadt),1998,102,21839,4345680.0
Ulm,kreisfreie Stadt,Ulm (kreisfreie Stadt),1999,105,21975,4545678.0
Ulm,kreisfreie Stadt,Ulm (kreisfreie Stadt),2000,107,21885,4739361.0
Ulm,kreisfreie Stadt,Ulm (kreisfreie Stadt),2001,106,21201,4781589.0
Ulm,kreisfreie Stadt,Ulm (kreisfreie Stadt),2002,108,21042,4805394.0
Ulm,kreisfreie Stadt,Ulm (kreisfreie Stadt),2003,109,20614,4945827.0
Ulm,kreisfreie Stadt,Ulm (kreisfreie Stadt),2004,106,20470,5234259.0
Ulm,kreisfreie Stadt,Ulm (kreisfreie Stadt),2005,101,19514,5294423.0
Ulm,kreisfreie Stadt,Ulm (kreisfreie Stadt),2006,98,19084,5757818.0
Ulm,kreisfreie Stadt,Ulm (kreisfreie Stadt),2007,100,20157,6336734.0
Ulm,kreisfreie Stadt,Ulm (kreisfreie Stadt),2008,101,20885,6791317.0
Ulm,kreisfreie Stadt,Ulm (kreisfreie Stadt),2009,94,18652,4907538.0
Ulm,kreisfreie Stadt,Ulm (kreisfreie Stadt),2010,95,18369,5094967.0
Ulm,kreisfreie Stadt,Ulm (kreisfreie Stadt),2011,94,17969,5514808.0
Ulm,kreisfreie Stadt,Ulm (kreisfreie Stadt),2012,90,17938,5245280.0
Ulm,kreisfreie Stadt,Ulm (kreisfreie Stadt),2013,88,18276,5145147.0
Ulm,kreisfreie Stadt,Ulm (kreisfreie Stadt),2014,86,17292,4250492.0
Ulm,kreisfreie Stadt,Ulm (kreisfreie Stadt),2015,84,17119,4319163.0
Ulm,kreisfreie Stadt,Ulm (kreisfreie Stadt),2016,84,17215,4811707.0
Ulm,kreisfreie Stadt,Ulm (kreisfreie Stadt),2017,80,16894,5105945.0
Ulm,kreisfreie Stadt,Ulm (kreisfreie Stadt),2018,81,17389,5381664.0
Ulm,kreisfreie Stadt,Ulm (kreisfreie Stadt),2019,82,18055,5516306.0
Ulm,kreisfreie Stadt,Ulm (kreisfreie Stadt),2020,82,17276,5526164.0
Ulm,kreisfreie Stadt,Ulm (kreisfreie Stadt),2021,81,17907,5988076.0
Ulm,kreisfreie Stadt,Ulm (kreisfreie Stadt),2022,81,18139,6582298.0
Ulm,kreisfreie Stadt,Ulm (kreisfreie Stadt),2023,83,18626,7033415.0
Waldshut,Landkreis,Waldshut (Landkreis),1995,128,14873,2238533.0
Waldshut,Landkreis,Waldshut (Landkreis),1996,124,14168,2051431.0
Waldshut,Landkreis,Waldshut (Landkreis),1997,125,14135,2405002.0
Waldshut,Landkreis,Waldshut (Landkreis),1998,127,13981,2659099.0
Waldshut,Landkreis,Waldshut (Landkreis),1999,122,13911,2950161.0
Waldshut,Landkreis,Waldshut (Landkreis),2000,124,14264,3150602.0
Waldshut,Landkreis,Waldshut (Landkreis),2001,121,14669,3219034.0
Waldshut,Landkreis,Waldshut (Landkreis),2002,123,14570,3221278.0
Waldshut,Landkreis,Waldshut (Landkreis),2003,124,14471,3263053.0
Waldshut,Landkreis,Waldshut (Landkreis),2004,121,14295,2564894.0
Waldshut,Landkreis,Waldshut (Landkreis),2005,122,14326,2749842.0
Waldshut,Landkreis,Waldshut (Landkreis),2006,119,14344,3038551.0
Waldshut,Landkreis,Waldshut (Landkreis),2007,118,15098,3223709.0
Waldshut,Landkreis,Waldshut (Landkreis),2008,116,15040,3256537.0
Waldshut,Landkreis,Waldshut (Landkreis),2009,109,13395,2639258.0
Waldshut,Landkreis,Waldshut (Landkreis),2010,107,13306,2886811.0
Waldshut,Landkreis,Waldshut (Landkreis),2011,108,13967,3096885.0
Waldshut,Landkreis,Waldshut (Landkreis),2012,102,13430,2900291.0
Waldshut,Landkreis,Waldshut (Landkreis),2013,109,13646,2992875.0
Waldshut,Landkreis,Waldshut (Landkreis),2014,111,13907,3052354.0
Waldshut,Landkreis,Waldshut (Landkreis),2015,111,14095,3407160.0
Waldshut,Landkreis,Waldshut (Landkreis),2016,110,13753,3293735.0
Waldshut,Landkreis,Waldshut (Landkreis),2017,113,14060,3375976.0
Waldshut,Landkreis,Waldshut (Landkreis),2018,114,14133,3395249.0
Waldshut,Landkreis,Waldshut (Landkreis),2019,114,13889,3888186.0
Waldshut,Landkreis,Waldshut (Landkreis),2020,111,13178,4322432.0
Waldshut,Landkreis,Waldshut (Landkreis),2021,108,13223,5002986.0
Waldshut,Landkreis,Waldshut (Landkreis),2022,107,13248,5546685.0
Waldshut,Landkreis,Waldshut (Landkreis),2023,113,13349,5683532.0
Zollernalbkreis,Landkreis,Zollernalbkreis (Landkreis),1995,305,29680,3204333.0
Zollernalbkreis,Landkreis,Zollernalbkreis (Landkreis),1996,286,28524,3180708.0
Zollernalbkreis,Landkreis,Zollernalbkreis (Landkreis),1997,282,27513,3259357.0
Zollernalbkreis,Landkreis,Zollernalbkreis (Landkreis),1998,268,27297,3375199.0
Zollernalbkreis,Landkreis,Zollernalbkreis (Landkreis),1999,267,27294,3460063.0
Zollernalbkreis,Landkreis,Zollernalbkreis (Landkreis),2000,259,26751,3562995.0
Zollernalbkreis,Landkreis,Zollernalbkreis (Landkreis),2001,244,26625,3515852.0
Zollernalbkreis,Landkreis,Zollernalbkreis (Landkreis),2002,239,26841,3402380.0
Zollernalbkreis,Landkreis,Zollernalbkreis (Landkreis),2003,219,25391,3243004.0
Zollernalbkreis,Landkreis,Zollernalbkreis (Landkreis),2004,215,24490,3310656.0
Zollernalbkreis,Landkreis,Zollernalbkreis (Landkreis),2005,216,23745,3427370.0
Zollernalbkreis,Landkreis,Zollernalbkreis (Landkreis),2006,213,23558,3655969.0
Zollernalbkreis,Landkreis,Zollernalbkreis (Landkreis),2007,206,24697,3944729.0
Zollernalbkreis,Landkreis,Zollernalbkreis (Landkreis),2008,207,25117,3979457.0
Zollernalbkreis,Landkreis,Zollernalbkreis (Landkreis),2009,197,22621,3075798.0
Zollernalbkreis,Landkreis,Zollernalbkreis (Landkreis),2010,191,22420,3544267.0
Zollernalbkreis,Landkreis,Zollernalbkreis (Landkreis),2011,198,23495,3869557.0
Zollernalbkreis,Landkreis,Zollernalbkreis (Landkreis),2012,192,23319,3859443.0
Zollernalbkreis,Landkreis,Zollernalbkreis (Landkreis),2013,192,23499,3968211.0
Zollernalbkreis,Landkreis,Zollernalbkreis (Landkreis),2014,193,23733,4116568.0
Zollernalbkreis,Landkreis,Zollernalbkreis (Landkreis),2015,190,24007,4399167.0
Zollernalbkreis,Landkreis,Zollernalbkreis (Landkreis),2016,193,24315,4607166.0
Zollernalbkreis,Landkreis,Zollernalbkreis (Landkreis),2017,192,25219,4814846.0
Zollernalbkreis,Landkreis,Zollernalbkreis (Landkreis),2018,197,26067,5077195.0
Zollernalbkreis,Landkreis,Zollernalbkreis (Landkreis),2019,204,26692,4937553.0
Zollernalbkreis,Landkreis,Zollernalbkreis (Landkreis),2020,209,25925,4561740.0
Zollernalbkreis,Landkreis,Zollernalbkreis (Landkreis),2021,212,26422,5225240.0
Zollernalbkreis,Landkreis,Zollernalbkreis (Landkreis),2022,211,26844,5552210.0
Zollernalbkreis,Landkreis,Zollernalbkreis (Landkreis),2023,214,26958,5610840.0
